,crystal_name,RealCrystalName,smiles,new_smiles,alternate_name,site_name,pdb_entry
91,D68EV3CPROA-x1374_1A,D68EV3CPROA-x1374,CC1(C(OC)=O)N(S(=O)(C)=O)CCC1,CC1(C(OC)=O)N(S(=O)(C)=O)CCC1,POB0008,5 - Random locations,None
92,D68EV3CPROA-x1379_0A,D68EV3CPROA-x1379,CC(C=C1)=CC=C1C2(C(OC)=O)CNCC2,CC(C=C1)=CC=C1C2(C(OC)=O)CNCC2,POB0095,6 - Chain B Catalytic site,None
93,D68EV3CPROA-x1388_0B,D68EV3CPROA-x1388,O=C1NC2=C(C=CC=C2)CC31NCCC3,O=C1NC2=C(C=CC=C2)CC31NCCC3,POB0120,5 - Random locations,None
94,D68EV3CPROA-x1399_0A,D68EV3CPROA-x1399,C[C@@H]1[C@@H](CO)N(S(C)(=O)=O)CCC1,C[C@@H]1[C@@H](CO)N(S(C)(=O)=O)CCC1,POB0026,4 - C60 both locations,None
95,D68EV3CPROA-x1410_0A,D68EV3CPROA-x1410,OC(C1(C2=CC=C(C)C=C2)CN(C(C)=O)CCC1)=O,OC(C1(C2=CC=C(C)C=C2)CN(C(C)=O)CCC1)=O,POB0083,5 - Random locations,None
96,D68EV3CPROA-x1427_0B,D68EV3CPROA-x1427,BrC1=CON=C1,BrC1=CON=C1,NCL-00023820,5 - Random locations,None
97,D68EV3CPROA-x1444_0B,D68EV3CPROA-x1444,OC1=C(C#N)C=C(Br)C=C1,OC1=C(C#N)C=C(Br)C=C1,NCL-00024661,2 - R-19 & Y-48 pocket (Chain B only),None
98,D68EV3CPROA-x1453_0B,D68EV3CPROA-x1453,BrC1=CC(O)=C(C(O)=O)C=C1,BrC1=CC(O)=C(C(O)=O)C=C1,NCL-00024667,1 - Chain A Catalytic Site C147,None
99,D68EV3CPROA-x1454_0B,D68EV3CPROA-x1454,BrC1=CN(CCOC)N=C1,BrC1=CN(CCOC)N=C1,NCL-00024673,5 - Random locations,None
100,D68EV3CPROA-x1457_0B,D68EV3CPROA-x1457,CC(=O)NCC(=O)NCC#CBr,CC(=O)NCC(=O)NCC#CBr,NCL-00025345,5 - Random locations,None
101,D68EV3CPROA-x1495_0A,D68EV3CPROA-x1495,OC(=O)C=1C=CSC1,OC(=O)C=1C=CSC1,Z166605460,5 - Random locations,None
102,D68EV3CPROA-x1495_0B,D68EV3CPROA-x1495,OC(=O)C=1C=CSC1,OC(=O)C=1C=CSC1,Z166605460,2 - R-19 & Y-48 pocket (Chain B only),None
103,D68EV3CPROA-x1495_1B,D68EV3CPROA-x1495,OC(=O)C=1C=CSC1,OC(=O)C=1C=CSC1,Z166605460,1 - Chain A Catalytic Site C147,None
104,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1498,OC=1C=CC=CN1,OC=1C=CC=CN1,Z1741982125,3 - NCS packing interface,None
105,D68EV3CPROA-x1498_0B,D68EV3CPROA-x1498,OC=1C=CC=CN1,OC=1C=CC=CN1,Z1741982125,2 - R-19 & Y-48 pocket (Chain B only),None
106,D68EV3CPROA-x1498_1B,D68EV3CPROA-x1498,OC=1C=CC=CN1,OC=1C=CC=CN1,Z1741982125,5 - Random locations,None
107,D68EV3CPROA-x1527_0A,D68EV3CPROA-x1527,Cl.N=C1NCCCN1,Cl.N=C1NCCCN1,Z1954800348,3 - NCS packing interface,None
108,D68EV3CPROA-x1532_0B,D68EV3CPROA-x1532,NC=1C=CNN1,NC=1C=CNN1,Z241119328,5 - Random locations,None
109,D68EV3CPROA-x1537_0A,D68EV3CPROA-x1537,CC1=NN=NN1,CC1=NN=NN1,Z56761437,2 - R-19 & Y-48 pocket (Chain B only),None
110,D68EV3CPROA-x1556_0A,D68EV3CPROA-x1556,Cl.N#CC1=CNC=N1,Cl.N#CC1=CNC=N1,Z2301685688,2 - R-19 & Y-48 pocket (Chain B only),None
111,D68EV3CPROA-x1556_0B,D68EV3CPROA-x1556,Cl.N#CC1=CNC=N1,Cl.N#CC1=CNC=N1,Z2301685688,3 - NCS packing interface,None
112,D68EV3CPROA-x1564_0A,D68EV3CPROA-x1564,CS(=O)(=O)NC=1C=CC(=CC1)C(=O)O,CS(=O)(=O)NC=1C=CC(=CC1)C(=O)O,Z45636695,4 - C60 both locations,None
113,D68EV3CPROA-x1565_0B,D68EV3CPROA-x1565,NC=1C=CC(SC(F)F)=CC1,NC=1C=CC(SC(F)F)=CC1,Z57965168,2 - R-19 & Y-48 pocket (Chain B only),None
114,D68EV3CPROA-x1568_0A,D68EV3CPROA-x1568,COC=1C=CC(=CC1)C2=CCNCC2,COC=1C=CC(=CC1)C2=CCNCC2,Z281773378,2 - R-19 & Y-48 pocket (Chain B only),None
115,D68EV3CPROA-x1576_0B,D68EV3CPROA-x1576,CN1C(CO)=NC=2C=CC=CC12,CN1C(CO)=NC=2C=CC=CC12,Z57299966,1 - Chain A Catalytic Site C147,None
116,D68EV3CPROA-x1580_0B,D68EV3CPROA-x1580,NC(C=1C=CC=CC1)C=2C=CC=CC2,NC(C=1C=CC=CC1)C=2C=CC=CC2,Z44548882,4 - C60 both locations,None
117,D68EV3CPROA-x1583_0A,D68EV3CPROA-x1583,OC(=O)C1=CN=C(S1)C=2C=CC=CC2,OC(=O)C1=CN=C(S1)C=2C=CC=CC2,Z315923746,1 - Chain A Catalytic Site C147,None
118,D68EV3CPROA-x1585_0B,D68EV3CPROA-x1585,O=C1NC(=O)C2(CCC=3C=CC=CC32)N1,O=C1NC(=O)C2(CCC=3C=CC=CC32)N1,Z56862798,3 - NCS packing interface,None
119,D68EV3CPROA-x1585_1B,D68EV3CPROA-x1585,O=C1NC(=O)C2(CCC=3C=CC=CC32)N1,O=C1NC(=O)C2(CCC=3C=CC=CC32)N1,Z56862798,3 - NCS packing interface,None
120,D68EV3CPROA-x1592_0B,D68EV3CPROA-x1592,OC=1C=CC=CC1C(=O)NC2CC2,OC=1C=CC=CC1C(=O)NC2CC2,Z57473948,2 - R-19 & Y-48 pocket (Chain B only),None
121,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1594,NC1=NN=C2C=CC=CN12,NC1=NN=C2C=CC=CN12,Z362020366,3 - NCS packing interface,None
122,D68EV3CPROA-x1599_0B,D68EV3CPROA-x1599,OC(=O)C=1C=CC=C(NC=2N=CC=CN2)C1,OC(=O)C=1C=CC=C(NC=2N=CC=CN2)C1,Z228589380,3 - NCS packing interface,None
123,D68EV3CPROA-x1604_0A,D68EV3CPROA-x1604,CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,Z1509711879,2 - R-19 & Y-48 pocket (Chain B only),None
124,D68EV3CPROA-x1607_0A,D68EV3CPROA-x1607,O=C(NC=1C=CC=CC1)C2CC2,O=C(NC=1C=CC=CC1)C2CC2,Z27782662,3 - NCS packing interface,None
125,D68EV3CPROA-x1618_0B,D68EV3CPROA-x1618,CC1=CC(=NN1)C=2C=CC=CC2,CC1=CC(=NN1)C=2C=CC=CC2,Z667925512,2 - R-19 & Y-48 pocket (Chain B only),None
126,D68EV3CPROA-x1633_0B,D68EV3CPROA-x1633,OCC1CCN(CC1)C(=O)C=2C=CC=CC2,OCC1CCN(CC1)C(=O)C=2C=CC=CC2,Z635046794,3 - NCS packing interface,None
127,D68EV3CPROA-x1649_0A,D68EV3CPROA-x1649,CCN1C=NC=2C=CC=CC12,CCN1C=NC=2C=CC=CC12,Z53833304,2 - R-19 & Y-48 pocket (Chain B only),None
128,D68EV3CPROA-x1652_0A,D68EV3CPROA-x1652,OC=1C=NC(=NC1)C=2C=CC=CC2,OC=1C=NC(=NC1)C=2C=CC=CC2,Z362043378,3 - NCS packing interface,None
129,D68EV3CPROA-x1679_0A,D68EV3CPROA-x1679,BrC1=CC=NN1,BrC1=CC=NN1,Z3222424806,2 - R-19 & Y-48 pocket (Chain B only),None
130,D68EV3CPROA-x1686_0A,D68EV3CPROA-x1686,IC1=CNC=N1,IC1=CNC=N1,Z1201621250,5 - Random locations,None
131,D68EV3CPROA-x1686_0B,D68EV3CPROA-x1686,IC1=CNC=N1,IC1=CNC=N1,Z1201621250,4 - C60 both locations,None
132,D68EV3CPROA-x1686_1B,D68EV3CPROA-x1686,IC1=CNC=N1,IC1=CNC=N1,Z1201621250,1 - Chain A Catalytic Site C147,None
133,D68EV3CPROA-x1695_0B,D68EV3CPROA-x1695,IC1=CC=NN1,IC1=CC=NN1,Z3227118860,1 - Chain A Catalytic Site C147,None
134,D68EV3CPROA-x1702_0B,D68EV3CPROA-x1702,N#CC1=CNC=N1,N#CC1=CNC=N1,Z1198152494,1 - Chain A Catalytic Site C147,None
135,D68EV3CPROA-x1707_0B,D68EV3CPROA-x1707,ClC1=CNC=N1,ClC1=CNC=N1,Z1198183601,1 - Chain A Catalytic Site C147,None
136,D68EV3CPROA-x1741_0B,D68EV3CPROA-x1741,ClC1=NC=2C=CC=CC2O1,ClC1=NC=2C=CC=CC2O1,Z235343929,1 - Chain A Catalytic Site C147,None
137,D68EV3CPROA-x1897_0B,D68EV3CPROA-x1897,O=S(=O)(NC1(c2ccc3c(c2)OCO3)CC1)c1cccc(Cl)c1O,O=S(=O)(NC1(c2ccc3c(c2)OCO3)CC1)c1cccc(Cl)c1O,ASAP-0011136-001,1 - Chain A Catalytic Site C147,None
138,D68EV3CPROA-x1919_0A,D68EV3CPROA-x1919,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2,ASAP-0011208-001,1 - Chain A Catalytic Site C147,None
139,D68EV3CPROA-x2021_0A,D68EV3CPROA-x2021,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2,ASAP-0011377-001,1 - Chain A Catalytic Site C147,None
140,D68EV3CPROA-x2099_0A,D68EV3CPROA-x2099,O=c1cc(-c2cccnc2)[nH]c2ccccc12,O=c1cc(-c2cccnc2)[nH]c2ccccc12,ASAP-0013296-001,1 - Chain A Catalytic Site C147,None
141,D68EV3CPROA-x2135_0A,D68EV3CPROA-x2135,NC(=O)[C@@H]1[C@H]2[C@@H]3CC[C@@H](C3)[C@@H]12,NC(=O)[C@@H]1[C@H]2[C@@H]3CC[C@@H](C3)[C@@H]12,ASAP-0013759-001,1 - Chain A Catalytic Site C147,None
142,D68EV3CPROA-x2148_0A,D68EV3CPROA-x2148,Cn1cc(C(=O)NNC(=O)NCCCn2ccc3ccccc32)nn1,Cn1cc(C(=O)NNC(=O)NCCCn2ccc3ccccc32)nn1,ASAP-0013795-001,1 - Chain A Catalytic Site C147,None
143,D68EV3CPROA-x2149_0A,D68EV3CPROA-x2149,Cc1csc(CN[C@H]2CCNC2=O)n1,Cc1csc(CN[C@H]2CCNC2=O)n1,ASAP-0013797-001,1 - Chain A Catalytic Site C147,None
144,D68EV3CPROA-x2208_0A,D68EV3CPROA-x2208,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2,ASAP-0011208-001,follow-up,None
145,D68EV3CPROA-x2310_0A,D68EV3CPROA-x2310,O=C(Nc1nnc2ccccn12)[C@@H]1C[C@@H]2CC[C@@H]1C2,O=C(Nc1nnc2ccccn12)[C@@H]1C[C@@H]2CC[C@@H]1C2,ASAP-0011435-001,follow-up,None
146,D68EV3CPROA-x2356_0A,D68EV3CPROA-x2356,O=C1CN(CC(=O)Nc2cnns2)CCN1,O=C1CN(CC(=O)Nc2cnns2)CCN1,ASAP-0013293-001,follow-up,None
147,D68EV3CPROA-x2358_0A,D68EV3CPROA-x2358,O=C(COC1CCOCC1)Nc1cnns1,O=C(COC1CCOCC1)Nc1cnns1,ASAP-0013280-001,follow-up,None
148,D68EV3CPROA-x2403_0A,D68EV3CPROA-x2403,Nc1nnc2ccc(C3=CC(=O)CC4(CCOCC4)C3)cn12,Nc1nnc2ccc(C3=CC(=O)CC4(CCOCC4)C3)cn12,ASAP-0013436-001,follow-up,None
149,D68EV3CPROA-x2430_0A,D68EV3CPROA-x2430,Nc1nnc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)c3)cn12,Nc1nnc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)c3)cn12,ASAP-0013364-001,follow-up,None
150,D68EV3CPROA-x2443_0A,D68EV3CPROA-x2443,O=C(CN1CCOCC1=O)Nc1cnns1,O=C(CN1CCOCC1=O)Nc1cnns1,ASAP-0013369-001,follow-up,None
151,D68EV3CPROA-x2459_0A,D68EV3CPROA-x2459,CCS(=O)(=O)N(C)CC(=O)Nc1cnns1,CCS(=O)(=O)N(C)CC(=O)Nc1cnns1,ASAP-0013323-001,follow-up,None
152,D68EV3CPROA-x2464_0A,D68EV3CPROA-x2464,CN(C)Cc1ccc(C(=O)Nc2cnns2)cc1,CN(C)Cc1ccc(C(=O)Nc2cnns2)cc1,ASAP-0013327-001,follow-up,None
153,D68EV3CPROA-x2495_0A,D68EV3CPROA-x2495,Cc1ccoc1CN[C@@H]1CCCC[C@H]1O,Cc1ccoc1CN[C@@H]1CCCC[C@H]1O,ASAP-0013801-001,follow-up,None
154,D68EV3CPROA-x2503_0A,D68EV3CPROA-x2503,Nc1nnc2ccc(-c3ccnc(N4CCNCC4)c3)cn12,Nc1nnc2ccc(-c3ccnc(N4CCNCC4)c3)cn12,ASAP-0013746-001,follow-up,None
155,D68EV3CPROA-x2525_0A,D68EV3CPROA-x2525,O=C(NCCc1cnn(Cc2ccccc2)c1)c1cc(F)c2[nH]nnc2c1,O=C(NCCc1cnn(Cc2ccccc2)c1)c1cc(F)c2[nH]nnc2c1,ASAP-0013848-001,follow-up,None
156,D68EV3CPROA-x2546_0A,D68EV3CPROA-x2546,Cc1nnc(Cn2nnc(C(=O)NCc3n[nH]c(=O)o3)c2C)o1,Cc1nnc(Cn2nnc(C(=O)NCc3n[nH]c(=O)o3)c2C)o1,ASAP-0013870-001,follow-up,None
157,D68EV3CPROA-x2556_0A,D68EV3CPROA-x2556,c1ccc(-c2nnc(Sc3cccc4nncn34)[nH]2)cc1,c1ccc(-c2nnc(Sc3cccc4nncn34)[nH]2)cc1,ASAP-0013931-001,follow-up,None
158,D68EV3CPROA-x2565_0A,D68EV3CPROA-x2565,c1ccc(-n2cnc(Sc3cccc4nncn34)n2)cc1,c1ccc(-n2cnc(Sc3cccc4nncn34)n2)cc1,ASAP-0013932-001,follow-up,None
159,D68EV3CPROA-x2567_0A,D68EV3CPROA-x2567,CS(=O)(=O)c1cccc(Sc2cccc3nncn23)c1,CS(=O)(=O)c1cccc(Sc2cccc3nncn23)c1,ASAP-0013895-001,follow-up,None
160,D68EV3CPROA-x2568_0A,D68EV3CPROA-x2568,c1cc(N2CCCCC2)n2cnnc2c1,c1cc(N2CCCCC2)n2cnnc2c1,ASAP-0013927-001,follow-up,None
161,D68EV3CPROA-x2572_0A,D68EV3CPROA-x2572,O=C(NCC(=O)N1CCOCC1)c1cccc2nncn12,O=C(NCC(=O)N1CCOCC1)c1cccc2nncn12,ASAP-0013910-001,follow-up,None
162,D68EV3CPROA-x2576_0A,D68EV3CPROA-x2576,CN(C)C(=O)CC1CCN(c2cccc3nncn23)CC1,CN(C)C(=O)CC1CCN(c2cccc3nncn23)CC1,ASAP-0013884-001,follow-up,None
163,D68EV3CPROA-x2578_0A,D68EV3CPROA-x2578,O=C(c1cccc2nncn12)N1CCCC1,O=C(c1cccc2nncn12)N1CCCC1,ASAP-0013920-001,follow-up,None
164,D68EV3CPROA-x2579_0A,D68EV3CPROA-x2579,O=C(NCc1nncn1C1CC1)c1cccc2nncn12,O=C(NCc1nncn1C1CC1)c1cccc2nncn12,ASAP-0013915-001,follow-up,None
165,D68EV3CPROA-x2583_0A,D68EV3CPROA-x2583,CN(Cc1c[nH]nn1)c1cccc2nncn12,CN(Cc1c[nH]nn1)c1cccc2nncn12,ASAP-0013888-001,follow-up,None
166,D68EV3CPROA-x2588_0A,D68EV3CPROA-x2588,O=C(CCc1ccc(F)cc1F)Nc1ccc(=O)n(Cc2nn[nH]n2)c1,O=C(CCc1ccc(F)cc1F)Nc1ccc(=O)n(Cc2nn[nH]n2)c1,ASAP-0013909-001,follow-up,None
167,D68EV3CPROA-x2599_0A,D68EV3CPROA-x2599,c1ccc(Cn2ccc(Nc3cccc4nncn34)n2)nc1,c1ccc(Cn2ccc(Nc3cccc4nncn34)n2)nc1,ASAP-0014595-001,follow-up,None
168,D68EV3CPROA-x2607_0A,D68EV3CPROA-x2607,O=C(c1cccc2nncn12)N1CC(n2ccnn2)C1,O=C(c1cccc2nncn12)N1CC(n2ccnn2)C1,ASAP-0014579-001,follow-up,None
169,D68EV3CPROA-x2608_0A,D68EV3CPROA-x2608,NC(=O)Nc1cccc(-c2cccc3nncn23)c1,NC(=O)Nc1cccc(-c2cccc3nncn23)c1,ASAP-0014567-001,follow-up,None
170,D68EV3CPROA-x2610_0A,D68EV3CPROA-x2610,NC(=O)OC1CN(C(=O)c2cccc3nncn23)C1,NC(=O)OC1CN(C(=O)c2cccc3nncn23)C1,ASAP-0014568-001,follow-up,None
171,D68EV3CPROA-x2614_0A,D68EV3CPROA-x2614,c1ccc(Oc2cccc3nncn23)nc1,c1ccc(Oc2cccc3nncn23)nc1,ASAP-0014596-001,follow-up,None
172,D68EV3CPROA-x2618_0A,D68EV3CPROA-x2618,c1ccc(-c2cccc3nncn23)nc1,c1ccc(-c2cccc3nncn23)nc1,ASAP-0014592-001,follow-up,None
173,D68EV3CPROA-x2622_0A,D68EV3CPROA-x2622,CN1CCN(c2cccc3nncn23)CC1,CN1CCN(c2cccc3nncn23)CC1,ASAP-0014543-001,follow-up,None
174,D68EV3CPROA-x2625_0A,D68EV3CPROA-x2625,O=C(c1cccc2nncn12)N1CCC(n2cccn2)CC1,O=C(c1cccc2nncn12)N1CCC(n2cccn2)CC1,ASAP-0014580-001,follow-up,None
175,D68EV3CPROA-x2649_0A,D68EV3CPROA-x2649,Nc1nnc2ccc(C3=CCS(=O)(=O)CC3)cn12,Nc1nnc2ccc(C3=CCS(=O)(=O)CC3)cn12,ASAP-0014625-001,follow-up,None
176,D68EV3CPROA-x2710_0A,D68EV3CPROA-x2710,NC(=O)C1CCN(CCNC(=O)c2cccc3nncn23)CC1,NC(=O)C1CCN(CCNC(=O)c2cccc3nncn23)CC1,ASAP-0014816-001,follow-up,None
177,D68EV3CPROA-x2733_0A,D68EV3CPROA-x2733,O=C(Nc1ccc(CCc2nnn[nH]2)cc1)c1ccccc1CN1CCOCC1,O=C(Nc1ccc(CCc2nnn[nH]2)cc1)c1ccccc1CN1CCOCC1,ASAP-0014796-001,follow-up,None
178,D68EV3CPROA-x2734_0A,D68EV3CPROA-x2734,O=C(NCCc1c[nH]nn1)c1cccc2nncn12,O=C(NCCc1c[nH]nn1)c1cccc2nncn12,ASAP-0014799-001,follow-up,None
179,D68EV3CPROA-x2735_0A,D68EV3CPROA-x2735,O=S(=O)(CCNc1cccc2nncn12)N1CCCC1,O=S(=O)(CCNc1cccc2nncn12)N1CCCC1,ASAP-0014802-001,follow-up,None
180,D68EV3CPROA-x2737_0A,D68EV3CPROA-x2737,CCC(=O)N(c1ccc(F)c(C(F)(F)F)n1)[C@H]3Cc2ccccc2NC3=O,CCC(=O)N(c1ccc(F)c(C(F)(F)F)n1)[C@H]3Cc2ccccc2NC3=O,ASAP-0014865-001,follow-up,None
